Number,Ticker,Current Close,Technical Indicator,Note
2,IPAS,1.47,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -5% the last week
1,IPFF,16.84,Simple Average,50 / 200 day cross within 0.69% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% the last month
2,IPFF,16.84,,Relative Stregnth Index:  68 -  Stochastic Oscillator:  65 -- stock is down -1% the last month
1,IPG,23.91,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.93% - moving average convergence divergence  -- stock is down -1% the last month
2,IPG,23.91,,Relative Stregnth Index:  59 -  Stochastic Oscillator:  24 -- stock is down -1% the last month
1,IQDE,22.44,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  89 -- stock is down -1% for the day
2,IQDE,22.44,Simple Average,50 / 200 day cross within 0.91% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% for the day
1,IRL,12.41,,Relative Stregnth Index:  58 -  Stochastic Oscillator:  88 -- stock is down -1% the last week
2,IRL,12.41,Simple Average,50 / 200 day cross within 0.41% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% the last week
1,ISD,15.74,Simple Average,50 / 200 day cross within 0.06% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down 0% the last 3 months
2,ISD,15.74,,Relative Stregnth Index:  62 -  Stochastic Oscillator:  82 -- stock is down 0% the last 3 months
1,ISDR,8.95,,Relative Stregnth Index:  52 -  Stochastic Oscillator:  73 -- stock is down -3% the last week
2,ISDR,8.95,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -3% the last week
1,ISIL,22.38,,Relative Stregnth Index:  54 -  Stochastic Oscillator:  33 -- stock is down 0% for the day
2,ISIL,22.38,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down 0% for the day
1,ISL,16.22,,Relative Stregnth Index:  53 -  Stochastic Oscillator:  16 -- stock is down -1% the last 3 months
2,ISL,16.22,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% the last 3 months
1,ISRA,27.45,,Relative Stregnth Index:  52 -  Stochastic Oscillator:  41 -- stock is down -1% for the day
2,ISRA,27.45,Simple Average,50 / 200 day cross within 0.18% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% for the day
1,ISSC,3.93,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% for the day
2,ISSC,3.93,,Relative Stregnth Index:  54 -  Stochastic Oscillator:  51 -- stock is down -2% for the day
1,ITUS,5.05,,Relative Stregnth Index:  43 -  Stochastic Oscillator:  27 -- stock is down -5% the last 3 months
2,ITUS,5.05,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -5% the last 3 months
1,ITW,128.79,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.34% - moving average convergence divergence  -- stock is down -1% the last month
2,ITW,128.79,,Relative Stregnth Index:  82 -  Stochastic Oscillator:  92 -- stock is down -1% the last month
1,IYE,40.14,,Relative Stregnth Index:  33 -  Stochastic Oscillator:  8 -- stock is down -5% the last month
2,IYE,40.14,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -5% the last month
1,IYLD,24.57,,Relative Stregnth Index:  48 -  Stochastic Oscillator:  83 -- stock is down -1% the last 3 months
2,IYLD,24.57,Simple Average,50 / 200 day cross within 0.04% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% the last 3 months
1,JAGX,0.55,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -7% the last week
2,JAGX,0.55,,Relative Stregnth Index:  31 -  Stochastic Oscillator:  6 -- stock is down -7% the last week
1,JCI,43.77,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -1% for the day
2,JCI,43.77,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  60 -- stock is down -1% for the day
1,JEC,59.38,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.95% - moving average convergence divergence  -- stock is down -2% for the day
2,JEC,59.38,,Relative Stregnth Index:  61 -  Stochastic Oscillator:  25 -- stock is down -2% for the day
1,JFR,12.04,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down 0% for the day
2,JFR,12.04,,Relative Stregnth Index:  68 -  Stochastic Oscillator:  70 -- stock is down 0% for the day
1,JJS,41.30,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.42% - moving average convergence divergence  -- stock is down -8% the last 3 months
2,JJS,41.30,,Relative Stregnth Index:  81 -  Stochastic Oscillator: -- stock is down -8% the last 3 months
1,JOB,5.20,,Relative Stregnth Index:  85 -  Stochastic Oscillator:  93 -- stock is down -1% the last month
2,JOB,5.20,Simple Average,50 / 200 day cross within 0.21% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% the last month
1,JOF,10.13,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  57 -- stock is down -4% the last 3 months
2,JOF,10.13,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -4% the last 3 months
1,JPEU,49.33,,Relative Stregnth Index:  50 -  Stochastic Oscillator: -- stock is down -2% the last 3 months
2,JPEU,49.33,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.79% - moving average convergence divergence  -- stock is down -2% the last 3 months
1,JPGE,52.27,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  98 -- stock is down -1% for the day
2,JPGE,52.27,Simple Average,50 / 200 day cross within 0.19% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% for the day
1,JPS,9.57,,Relative Stregnth Index:  71 -  Stochastic Oscillator:  86 -- stock is down -1% the last month
2,JPS,9.57,Simple Average,50 / 200 day cross within 0.44% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% the last month
1,K,72.67,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  46 -- stock is down -2% the last 3 months
2,K,72.67,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.93% - moving average convergence divergence  -- stock is down -2% the last 3 months
1,KAI,61.55,,Relative Stregnth Index:  51 -  Stochastic Oscillator:  54 -- stock is down -1% for the day
2,KAI,61.55,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.98% - moving average convergence divergence  -- stock is down -1% for the day
1,KBR,17.04,,Relative Stregnth Index:  49 -  Stochastic Oscillator:  22 -- stock is down -3% for the day
2,KBR,17.04,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.47% - moving average convergence divergence  -- stock is down -3% for the day
1,KCG,14.01,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.07% - moving average convergence divergence  -- stock is down -4% the last week
2,KCG,14.01,,Relative Stregnth Index:  54 -  Stochastic Oscillator:  99 -- stock is down -4% the last week
1,KED,19.31,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.26% - moving average convergence divergence  -- stock is down -2% for the day
2,KED,19.31,,Relative Stregnth Index:  48 -  Stochastic Oscillator:  29 -- stock is down -2% for the day
1,KEX,65.30,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.39% - moving average convergence divergence  -- stock is down -1% for the day
2,KEX,65.30,,Relative Stregnth Index:  49 -  Stochastic Oscillator:  6 -- stock is down -1% for the day
1,KEYS,36.99,,Relative Stregnth Index:  58 -  Stochastic Oscillator:  44 -- stock is down -1% for the day
2,KEYS,36.99,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.08% - moving average convergence divergence  -- stock is down -1% for the day
1,KGJI,1.31,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -31% the last 3 months
2,KGJI,1.31,,Relative Stregnth Index:  51 -  Stochastic Oscillator:  79 -- stock is down -31% the last 3 months
1,KHC,89.08,Simple Average,50 / 200 day cross within 0.27% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down 0% for the day
2,KHC,89.08,,Relative Stregnth Index:  71 -  Stochastic Oscillator:  94 -- stock is down 0% for the day
1,KNOP,22.40,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.54% - moving average convergence divergence  -- stock is down -1% the last month
2,KNOP,22.40,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  9 -- stock is down -1% the last month
1,KO,41.38,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -3% the last 3 months
2,KO,41.38,,Relative Stregnth Index:  44 -  Stochastic Oscillator:  58 -- stock is down -3% the last 3 months
1,KR,33.60,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  37 -- stock is down 0% for the day
2,KR,33.60,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.56% - moving average convergence divergence  -- stock is down 0% for the day
1,KSA,25.30,,Relative Stregnth Index:  50 -  Stochastic Oscillator:  43 -- stock is down -2% the last month
2,KSA,25.30,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.81% - moving average convergence divergence  -- stock is down -2% the last month
1,KSU,86.36,,Relative Stregnth Index:  57 -  Stochastic Oscillator:  65 -- stock is down -4% the last 3 months
2,KSU,86.36,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.51% - moving average convergence divergence  -- stock is down -4% the last 3 months
1,KT,14.55,,Relative Stregnth Index:  68 -  Stochastic Oscillator:  97 -- stock is down -10% the last 3 months
2,KT,14.55,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.07% - moving average convergence divergence  -- stock is down -10% the last 3 months
1,KWEB,37.81,,Relative Stregnth Index:  62 -  Stochastic Oscillator:  93 -- stock is down -9% the last 3 months
2,KWEB,37.81,Simple Average,50 / 200 day cross within 0.71% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -9% the last 3 months
1,KWR,129.52,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.12% - moving average convergence divergence  -- stock is down -2% for the day
2,KWR,129.52,,Relative Stregnth Index:  53 -  Stochastic Oscillator:  17 -- stock is down -2% for the day
1,LAWS,24.55,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 1.00% -- stock is down 0% for the day
2,LAWS,24.55,,Relative Stregnth Index:  54 -  Stochastic Oscillator:  3 -- stock is down 0% for the day
1,LAZ,41.47,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.41% - moving average convergence divergence  -- stock is down -1% for the day
2,LAZ,41.47,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  21 -- stock is down -1% for the day
1,LBJ,101.52,Simple Average,50 / 200 day cross within 0.47% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -3% for the day
2,LBJ,101.52,,Relative Stregnth Index:  75 -  Stochastic Oscillator:  100 -- stock is down -3% for the day
1,LDF,10.12,,Relative Stregnth Index:  74 -  Stochastic Oscillator:  100 -- stock is down -5% the last 3 months
2,LDF,10.12,Simple Average,50 / 200 day cross within 0.95% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -5% the last 3 months
1,LDL,60.25,,Relative Stregnth Index:  45 -  Stochastic Oscillator:  14 -- stock is down -4% for the day
2,LDL,60.25,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 1.00% -- stock is down -4% for the day
1,LGIH,30.79,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.36% - moving average convergence divergence  -- stock is down -4% for the day
2,LGIH,30.79,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  36 -- stock is down -4% for the day
1,LIFE,3.30,,Relative Stregnth Index:  73 -  Stochastic Oscillator:  58 -- stock is down -4% the last month
2,LIFE,3.30,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.70% - moving average convergence divergence  -- stock is down -4% the last month
1,LII,156.58,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.55% - moving average convergence divergence  -- stock is down -1% the last month
2,LII,156.58,,Relative Stregnth Index:  67 -  Stochastic Oscillator:  38 -- stock is down -1% the last month
1,LNTH,8.80,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  36 -- stock is down -11% the last 3 months
2,LNTH,8.80,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.90% - moving average convergence divergence  -- stock is down -11% the last 3 months
1,LODE,0.23,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -8% the last week
2,LODE,0.23,,Relative Stregnth Index:  22 -  Stochastic Oscillator:  0 -- stock is down -8% the last week
1,LOW,73.57,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.22% - moving average convergence divergence  -- stock is down -1% the last month
2,LOW,73.57,,Relative Stregnth Index:  70 -  Stochastic Oscillator:  77 -- stock is down -1% the last month
1,LVL,10.29,,Relative Stregnth Index:  51 -  Stochastic Oscillator:  60 -- stock is down -1% for the day
2,LVL,10.29,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% for the day
1,LXFR,11.05,,Relative Stregnth Index:  48 -  Stochastic Oscillator:  18 -- stock is down -1% the last month
2,LXFR,11.05,Simple Average,50 / 200 day cross within 0.99% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.54% - moving average convergence divergence  -- stock is down -1% the last month
1,LXP,10.62,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross within 0.36% of 10 day SMA; 10 day pointing up - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% the last month
2,LXP,10.62,,Relative Stregnth Index:  31 -  Stochastic Oscillator:  38 -- stock is down -1% the last month
1,LYV,28.22,,Relative Stregnth Index:  69 -  Stochastic Oscillator:  68 -- stock is down -1% the last month
2,LYV,28.22,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% the last month
1,MANH,51.23,,Relative Stregnth Index:  62 -  Stochastic Oscillator:  28 -- stock is down -4% the last 3 months
2,MANH,51.23,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -4% the last 3 months
1,MATN,0.41,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -25% the last 3 months
2,MATN,0.41,,Relative Stregnth Index:  61 -  Stochastic Oscillator:  100 -- stock is down -25% the last 3 months
1,MCF,8.23,,Relative Stregnth Index:  44 -  Stochastic Oscillator:  3 -- stock is down -8% the last 3 months
2,MCF,8.23,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -8% the last 3 months
1,MCN,7.92,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.13% - moving average convergence divergence  -- stock is down 0% the last month
2,MCN,7.92,,Relative Stregnth Index:  54 -  Stochastic Oscillator:  64 -- stock is down 0% the last month
1,MD,67.94,Simple Average,50 / 200 day cross within 0.91% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -3% the last week
2,MD,67.94,,Relative Stregnth Index:  48 -  Stochastic Oscillator:  70 -- stock is down -3% the last week
1,MDGS,0.48,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -9% for the day
2,MDGS,0.48,,Relative Stregnth Index:  37 -  Stochastic Oscillator:  21 -- stock is down -9% for the day
1,MDU,29.29,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.17% - moving average convergence divergence  -- stock is down -1% for the day
2,MDU,29.29,,Relative Stregnth Index:  50 -  Stochastic Oscillator:  24 -- stock is down -1% for the day
1,MEET,4.94,,Relative Stregnth Index:  53 -  Stochastic Oscillator:  18 -- stock is down -10% the last 3 months
2,MEET,4.94,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -10% the last 3 months
1,MEIL,0.09,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  43 -- stock is down -25% the last 3 months
2,MEIL,0.09,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -25% the last 3 months
1,MET,54.90,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.72% - moving average convergence divergence  -- stock is down -2% for the day
2,MET,54.90,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  55 -- stock is down -2% for the day
1,MFA,7.86,,Relative Stregnth Index:  42 -  Stochastic Oscillator:  94 -- stock is down -1% the last week
2,MFA,7.86,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% the last week
1,MFG,3.66,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -2% for the day
2,MFG,3.66,,Relative Stregnth Index:  51 -  Stochastic Oscillator:  100 -- stock is down -2% for the day
1,MFM,6.94,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% the last 3 months
2,MFM,6.94,,Relative Stregnth Index:  67 -  Stochastic Oscillator:  74 -- stock is down -2% the last 3 months
1,MFNC,13.27,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  51 -- stock is down -2% the last month
2,MFNC,13.27,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.98% - moving average convergence divergence  -- stock is down -2% the last month
1,MGEE,62.65,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 1.00% -- stock is down -2% for the day
2,MGEE,62.65,,Relative Stregnth Index:  46 -  Stochastic Oscillator:  6 -- stock is down -2% for the day
1,MGF,4.99,,Relative Stregnth Index:  42 -  Stochastic Oscillator:  63 -- stock is down -5% the last 3 months
2,MGF,4.99,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -5% the last 3 months
1,MGIC,6.90,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -6% the last 3 months
2,MGIC,6.90,,Relative Stregnth Index:  47 -  Stochastic Oscillator:  10 -- stock is down -6% the last 3 months
1,MHH,6.69,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% for the day
2,MHH,6.69,,Relative Stregnth Index:  44 -  Stochastic Oscillator:  0 -- stock is down -2% for the day
1,MHI,11.78,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.68% - moving average convergence divergence  -- stock is down -8% the last 3 months
2,MHI,11.78,,Relative Stregnth Index:  61 -  Stochastic Oscillator:  34 -- stock is down -8% the last 3 months
1,MIDD,134.52,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  69 -- stock is down -1% for the day
2,MIDD,134.52,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.19% - moving average convergence divergence  -- stock is down -1% for the day
1,MILN,16.20,,Relative Stregnth Index:  52 -  Stochastic Oscillator:  88 -- stock is down -1% for the day
2,MILN,16.20,Simple Average,50 / 200 day cross within 0.75% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% for the day
1,MITK,6.40,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% the last week
2,MITK,6.40,,Relative Stregnth Index:  44 -  Stochastic Oscillator:  58 -- stock is down -2% the last week
1,MITT,17.44,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  71 -- stock is down -1% the last week
2,MITT,17.44,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.29% - moving average convergence divergence  -- stock is down -1% the last week
1,MKTX,181.34,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.25% - moving average convergence divergence  -- stock is down -2% the last month
2,MKTX,181.34,,Relative Stregnth Index:  84 -  Stochastic Oscillator:  65 -- stock is down -2% the last month
1,MLI,39.47,,Relative Stregnth Index:  48 -  Stochastic Oscillator:  16 -- stock is down -2% for the day
2,MLI,39.47,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.13% - moving average convergence divergence  -- stock is down -2% for the day
1,MLPJ,9.14,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% for the day
2,MLPJ,9.14,,Relative Stregnth Index:  69 -  Stochastic Oscillator:  76 -- stock is down -2% for the day
1,MLR,26.75,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.49% - moving average convergence divergence  -- stock is down -3% for the day
2,MLR,26.75,,Relative Stregnth Index:  53 -  Stochastic Oscillator:  73 -- stock is down -3% for the day
1,MMC,68.34,,Relative Stregnth Index:  47 -  Stochastic Oscillator:  39 -- stock is down -1% for the day
2,MMC,68.34,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.82% - moving average convergence divergence  -- stock is down -1% for the day
1,MMS,55.40,,Relative Stregnth Index:  41 -  Stochastic Oscillator:  41 -- stock is down -2% for the day
2,MMS,55.40,Simple Average,50 / 200 day cross within 0.04% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -2% for the day
1,MMU,13.86,,Relative Stregnth Index:  64 -  Stochastic Oscillator:  58 -- stock is down -3% the last 3 months
2,MMU,13.86,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -3% the last 3 months
1,MNKD,0.64,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -6% for the day
2,MNKD,0.64,,Relative Stregnth Index:  45 -  Stochastic Oscillator:  75 -- stock is down -6% for the day
1,MPEL,17.06,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  40 -- stock is down -1% for the day
2,MPEL,17.06,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.64% - moving average convergence divergence  -- stock is down -1% for the day
1,MPSX,17.79,,Relative Stregnth Index:  86 -  Stochastic Oscillator:  44 -- stock is down 0% for the day
2,MPSX,17.79,Simple Average,50 / 200 day cross within 0.69% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down 0% for the day
1,MRVC,8.10,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  27 -- stock is down -31% the last 3 months
2,MRVC,8.10,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.64% - moving average convergence divergence  -- stock is down -31% the last 3 months
1,MSBF,14.25,,Relative Stregnth Index:  44 -  Stochastic Oscillator:  0 -- stock is down -2% for the day
2,MSBF,14.25,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% for the day
1,MSCI,83.61,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 1.00% -- stock is down -1% the last 3 months
2,MSCI,83.61,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  68 -- stock is down -1% the last 3 months
1,MSD,9.31,,Relative Stregnth Index:  59 -  Stochastic Oscillator:  74 -- stock is down -1% the last 3 months
2,MSD,9.31,Simple Average,50 / 200 day cross within 0.44% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% the last 3 months
1,MSTX,0.13,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  33 -- stock is down -7% for the day
2,MSTX,0.13,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -7% for the day
1,MTDR,25.82,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.75% - moving average convergence divergence  -- stock is down -5% for the day
2,MTDR,25.82,,Relative Stregnth Index:  45 -  Stochastic Oscillator:  33 -- stock is down -5% for the day
1,MTEX,19.25,,Relative Stregnth Index:  46 -  Stochastic Oscillator:  23 -- stock is down 0% for the day
2,MTEX,19.25,Simple Average,50 / 200 day cross within 0.11% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down 0% for the day
1,MTH,36.85,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.92% - moving average convergence divergence  -- stock is down -2% for the day
2,MTH,36.85,,Relative Stregnth Index:  65 -  Stochastic Oscillator:  27 -- stock is down -2% for the day
1,MTLS,8.18,,Relative Stregnth Index:  72 -  Stochastic Oscillator:  87 -- stock is down -1% for the day
2,MTLS,8.18,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -1% for the day
